"","season","team","round","pick","playerid","full_name","name","side","category","position","aval","gms","Games","AverageValue","AVPer16"
"631",2012,"BUF",4,105,"BradNi00","Nigel Bradham","N.Bradham","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",115,50,6.95652173913043
"632",2016,"ATL",6,195,"SchwWe00","Wes Schweitzer","W.Schweitzer","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,20,6.95652173913043
"633",2017,"BAL",1,16,"HumpMa00","Marlon Humphrey","M.Humphrey","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,20,6.95652173913043
"634",2017,"TB",3,84,"GodwCh00","Chris Godwin","C.Godwin","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",46,20,6.95652173913043
"635",2014,"PIT",2,46,"TuitSt00","Stephon Tuitt","S.Tuitt","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,33,6.94736842105263
"636",2013,"PHI",2,35,"ErtzZa00","Zach Ertz","Z.Ertz","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",106,46,6.94339622641509
"637",2002,"NYG",1,14,"ShocJe00","Jeremy Shockey","J.Shockey","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",136,59,6.94117647058824
"638",2014,"TEN",4,112,"JoneDa04","DaQuan Jones","D.Jones","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",83,36,6.93975903614458
"639",2000,"ARI",1,7,"JoneTh00","Thomas Jones","T.Jones","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",180,78,6.93333333333333
"640",2018,"DAL",3,81,"GallMi00","Michael Gallup","M.Gallup","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",30,13,6.93333333333333
"641",2006,"MIN",4,127,"EdwaRa21","Ray Edwards","R.Edwards","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",97,42,6.92783505154639
"642",2002,"CHI",1,29,"ColoMa20","Marc Colombo","M.Colombo","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",111,48,6.91891891891892
"643",2012,"JAX",5,142,"MarsBr01","Brandon Marshall","B.Marshall","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",74,32,6.91891891891892
"644",2017,"PIT",3,105,"ConnJa00","James Conner","J.Conner","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",37,16,6.91891891891892
"645",2003,"MIN",2,40,"HendE.20","E.J. Henderson","E.Henderson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",125,54,6.912
"646",2000,"CAR",2,57,"GranDe21","Deon Grant","D.Grant","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",176,76,6.90909090909091
"647",2013,"BAL",5,168,"WagnRi00","Ricky Wagner","R.Wagner","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",102,44,6.90196078431373
"648",2006,"NYJ",1,4,"FergDB20","D'Brickashaw Ferguson","D.Ferguson","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",160,69,6.9
"649",2008,"PIT",1,23,"MendRa00","Rashard Mendenhall","R.Mendenhall","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",72,31,6.88888888888889
"650",2002,"CAR",2,34,"FostDe00","DeShaun Foster","D.Foster","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",79,34,6.88607594936709
"651",2008,"NO",1,7,"ElliSe99","Sedrick Ellis","S.Ellis","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",70,30,6.85714285714286
"652",2010,"MIA",2,40,"MisiKo99","Koa Misi","K.Misi","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",84,36,6.85714285714286
"653",2010,"DEN",3,80,"WaltJ.20","J.D. Walton","J.Walton","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,24,6.85714285714286
"654",2010,"TB",4,101,"WillMi04","Mike Williams","M.Williams","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",63,27,6.85714285714286
"655",2012,"CLE",1,22,"WeedBr00","Brandon Weeden","B.Weeden","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",35,15,6.85714285714286
"656",2014,"SF",3,77,"BorlCh00","Chris Borland","C.Borland","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",14,6,6.85714285714286
"657",2016,"PIT",3,89,"HargJa00","Javon Hargrave","J.Hargrave","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",63,27,6.85714285714286
"658",2019,"NYJ",5,157,"CashBl00","Blake Cashman","B.Cashman","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",7,3,6.85714285714286
"659",2019,"NYG",5,171,"SlayDa01","Darius Slayton","D.Slayton","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",14,6,6.85714285714286
"660",2008,"TB",3,83,"ZuttJe20","Jeremy Zuttah","J.Zuttah","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",131,56,6.83969465648855
"661",2012,"PHI",2,46,"KendMy00","Mychal Kendricks","M.Kendricks","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",103,44,6.83495145631068
"662",2005,"MIA",3,70,"CrowCh20","Channing Crowder","C.Crowder","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",82,35,6.82926829268293
"663",2000,"NYG",6,177,"JoneDh20","Dhani Jones","D.Jones","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",157,67,6.82802547770701
"664",2002,"SD",3,71,"LebeBe20","Ben Leber","B.Leber","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",143,61,6.82517482517482
"665",2003,"IND",1,24,"ClarDa00","Dallas Clark","D.Clark","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",143,61,6.82517482517482
"666",2008,"MIA",2,57,"HennCh01","Chad Henne","C.Henne","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",68,29,6.82352941176471
"667",2004,"DET",1,7,"WillRo04","Roy Williams","R.Williams","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",115,49,6.81739130434783
"668",2004,"DEN",2,41,"BellTa00","Tatum Bell","T.Bell","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",54,23,6.81481481481481
"669",2005,"JAX",1,21,"JoneMa00","Matt Jones","M.Jones","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",54,23,6.81481481481481
"670",2008,"GB",5,150,"GiacBr20","Breno Giacomini","B.Giacomini","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",94,40,6.80851063829787
"671",2013,"CIN",2,37,"BernGi00","Giovani Bernard","G.Bernard","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",99,42,6.78787878787879
"672",2004,"PIT",3,75,"StarMa21","Max Starks","M.Starks","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",125,53,6.784
"673",2004,"OAK",1,2,"GallRo20","Robert Gallery","R.Gallery","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",104,44,6.76923076923077
"674",2003,"KC",2,47,"MitcKa20","Kawika Mitchell","K.Mitchell","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",97,41,6.76288659793814
"675",2017,"SEA",3,90,"GrifSh00","Shaquill Griffin","S.Griffin","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",45,19,6.75555555555556
"676",2016,"CHI",2,56,"WhitCo03","Cody Whitehair","C.Whitehair","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",64,27,6.75
"677",2007,"DET",4,117,"RamiMa20","Manuel Ramirez","M.Ramirez","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",83,35,6.74698795180723
"678",2004,"MIA",1,19,"CareVe20","Vernon Carey","V.Carey","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",121,51,6.74380165289256
"679",2009,"ATL",2,55,"MoorWi99","William Moore","W.Moore","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,32,6.73684210526316
"680",2014,"DEN",3,95,"SchoMi00","Michael Schofield","M.Schofield","O","OL","OL","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,32,6.73684210526316
"681",2015,"SEA",2,63,"ClarFr01","Frank Clark","F.Clark","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,32,6.73684210526316
"682",2003,"SEA",2,42,"HamlKe20","Ken Hamlin","K.Hamlin","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",107,45,6.72897196261682
"683",2010,"CLE",2,38,"WardT.99","T.J. Ward","T.Ward","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",107,45,6.72897196261682
"684",2011,"TB",3,84,"FostMa00","Mason Foster","M.Foster","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",107,45,6.72897196261682
"685",2003,"DAL",4,103,"JameBr20","Bradie James","B.James","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",157,66,6.72611464968153
"686",2006,"BAL",2,56,"ChesCh21","Chris Chester","C.Chester","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",169,71,6.72189349112426
"687",2001,"DET",2,50,"RaioDo20","Dominic Raiola","D.Raiola","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",219,92,6.72146118721461
"688",2016,"CLE",2,32,"OgbaEm00","Emmanuel Ogbah","E.Ogbah","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",50,21,6.72
"689",2001,"IND",7,220,"DeMuRi20","Rick DeMulling","R.DeMulling","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",81,34,6.71604938271605
"690",2005,"CLE",1,3,"EdwaBr00","Braylon Edwards","B.Edwards","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",112,47,6.71428571428571
"691",2002,"KC",5,143,"FujiSc20","Scott Fujita","S.Fujita","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",143,60,6.71328671328671
"692",2004,"TEN",3,71,"StarRa20","Randy Starks","R.Starks","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",186,78,6.70967741935484
"693",2005,"ARI",1,8,"RollAn20","Antrel Rolle","A.Rolle","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",155,65,6.70967741935484
"694",2018,"DET",1,20,"RagnFr00","Frank Ragnow","F.Ragnow","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",31,13,6.70967741935484
"695",2014,"CIN",4,111,"BodiRu00","Russell Bodine","R.Bodine","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",74,31,6.7027027027027
"696",2008,"SEA",4,121,"BryaRe99","Red Bryant","R.Bryant","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",86,36,6.69767441860465
"697",2013,"SEA",6,194,"WareSp00","Spencer Ware","S.Ware","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",43,18,6.69767441860465
"698",2013,"BAL",6,203,"JensRy00","Ryan Jensen","R.Jensen","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",67,28,6.6865671641791
"699",2000,"GB",4,98,"DiggNa20","Na'il Diggs","N.Diggs","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",170,71,6.68235294117647
"700",2007,"WAS",1,6,"LandLa99","LaRon Landry","L.Landry","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",103,43,6.67961165048544
"701",2015,"BUF",3,81,"MillJo04","John Miller","J.Miller","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",60,25,6.66666666666667
"702",2016,"NYJ",3,83,"JenkJo01","Jordan Jenkins","J.Jenkins","D","LB","OLB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",60,25,6.66666666666667
"703",2016,"SF",6,207,"DrisJe00","Jeff Driskel","J.Driskel","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",12,5,6.66666666666667
"704",2007,"TEN",1,19,"GrifMi99","Michael Griffin","M.Griffin","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",154,64,6.64935064935065
"705",2009,"HOU",2,46,"BarwCo99","Connor Barwin","C.Barwin","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",142,59,6.64788732394366
"706",2011,"SD",1,18,"LiugCo00","Corey Liuget","C.Liuget","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",118,49,6.64406779661017
"707",2016,"NYG",2,40,"ShepSt00","Sterling Shepard","S.Shepard","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",53,22,6.64150943396226
"708",2002,"TEN",2,45,"WillTa20","Tank Williams","T.Williams","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",70,29,6.62857142857143
"709",2008,"GB",3,91,"FinlJe00","Jermichael Finley","J.Finley","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",70,29,6.62857142857143
"710",2015,"PIT",1,22,"DuprAl00","Bud Dupree","B.Dupree","D","LB","OLB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",70,29,6.62857142857143
"711",2008,"WAS",3,96,"RineCh20","Chad Rinehart","C.Rinehart","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",58,24,6.62068965517241
"712",2014,"ARI",3,91,"BrowJo02","John Brown","J.Brown","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",87,36,6.62068965517241
"713",2018,"NE",1,31,"MichSo00","Sony Michel","S.Michel","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",29,12,6.62068965517241
"714",2008,"KC",1,5,"DorsGl99","Glenn Dorsey","G.Dorsey","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",104,43,6.61538461538461
"715",2015,"NYG",1,9,"FlowEr00","Ereck Flowers","E.Flowers","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",75,31,6.61333333333333
"716",2015,"CLE",1,12,"ShelDa01","Danny Shelton","D.Shelton","D","DL","NT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",75,31,6.61333333333333
"717",2001,"SF",1,7,"CartAn20","Andre Carter","A.Carter","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",184,76,6.60869565217391
"718",2003,"NYJ",1,4,"RobeDe20","Dewayne Robertson","D.Robertson","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",92,38,6.60869565217391
"719",2009,"CIN",3,70,"JohnMi98","Michael Johnson","M.Johnson","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",155,64,6.60645161290323
"720",2008,"CLE",6,190,"RubiAh99","Ahtyba Rubin","A.Rubin","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",143,59,6.6013986013986
"721",2002,"PIT",4,128,"FootLa20","Larry Foote","L.Foote","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",187,77,6.58823529411765
"722",2017,"NYG",1,23,"EngrEv00","Evan Engram","E.Engram","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",34,14,6.58823529411765
"723",2006,"IND",6,207,"BethAn20","Antoine Bethea","A.Bethea","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",209,86,6.58373205741627
"724",2006,"DEN",5,161,"KupeCh20","Chris Kuper","C.Kuper","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",90,37,6.57777777777778
"725",2010,"BUF",1,9,"SpilC.00","C.J. Spiller","C.Spiller","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",90,37,6.57777777777778
"726",2014,"DAL",4,119,"HitcAn00","Anthony Hitchens","A.Hitchens","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",90,37,6.57777777777778
"727",2006,"JAX",3,80,"IngrCl20","Clint Ingram","C.Ingram","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,23,6.57142857142857
"728",2015,"SD",2,48,"PerrDe00","Denzel Perryman","D.Perryman","D","LB","ILB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,23,6.57142857142857
"729",2016,"SEA",2,49,"ReedJa02","Jarran Reed","J.Reed","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,23,6.57142857142857
"730",2016,"CIN",2,55,"BoydTy00","Tyler Boyd","T.Boyd","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",56,23,6.57142857142857
"731",2013,"ARI",4,103,"OkafAl00","Alex Okafor","A.Okafor","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",78,32,6.56410256410256
"732",2004,"CLE",1,6,"WinsKe01","Kellen Winslow","K.Winslow","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",105,43,6.55238095238095
"733",2007,"SF",4,126,"GoldDa99","Dashon Goldson","D.Goldson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",127,52,6.5511811023622
"734",2000,"DEN",1,15,"ONeaDe00","Deltha O'Neal","D.O'Neal","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",132,54,6.54545454545455
"735",2000,"DEN",2,40,"GoldIa00","Ian Gold","I.Gold","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",115,47,6.53913043478261
"736",2009,"JAX",1,8,"MonrEu20","Eugene Monroe","E.Monroe","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",93,38,6.53763440860215
"737",2013,"OAK",6,181,"MurrLa00","Latavius Murray","L.Murray","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",93,38,6.53763440860215
"738",2003,"STL",2,43,"TinoPi20","Pisa Tinoisamoa","P.Tinoisamoa","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",98,40,6.53061224489796
"739",2014,"WAS",2,47,"MurpTr00","Trent Murphy","T.Murphy","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,31,6.52631578947368
"740",2015,"JAX",3,67,"CannA.00","A.J. Cann","A.Cann","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,31,6.52631578947368
"741",2002,"DET",1,3,"HarrJo00","Joey Harrington","J.Harrington","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",81,33,6.51851851851852
"742",2002,"CAR",3,73,"WithWi20","Will Witherspoon","W.Witherspoon","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",189,77,6.51851851851852
"743",2003,"MIN",3,71,"BurlNa00","Nate Burleson","N.Burleson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",135,55,6.51851851851852
"744",2009,"JAX",3,72,"KnigTe99","Terrance Knighton","T.Knighton","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",108,44,6.51851851851852
"745",2018,"CHI",5,145,"NichBi00","Bilal Nichols","B.Nichols","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",27,11,6.51851851851852
"746",2013,"BUF",2,46,"AlonKi00","Kiko Alonso","K.Alonso","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",86,35,6.51162790697674
"747",2010,"TEN",1,16,"MorgDe99","Derrick Morgan","D.Morgan","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",118,48,6.50847457627119
"748",2009,"GB",1,9,"RajiBJ99","B.J. Raji","B.Raji","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",91,37,6.50549450549451
"749",2001,"SEA",1,9,"RobiKo00","Koren Robinson","K.Robinson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",96,39,6.5
